사용일자,요일,노선명,역명,승차총승객수,하차총승객수,승하차총승객수,연월,월일,등록일자
2019-04-11,목,2호선,합정,37244,38979,76223,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,홍대입구,78671,83293,161964,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,신촌,52343,53607,105950,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,이대,24791,26400,51191,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,아현,13133,12666,25799,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,충정로,13078,14082,27160,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,용답,3296,3470,6766,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,신답,1883,2123,4006,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,신설동,4391,4456,8847,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,도림천,1572,1818,3390,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,양천구청,8639,9046,17685,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,신정네거리,11942,12369,24311,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,용두,2748,2907,5655,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,지축,1483,1663,3146,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,구파발,25173,22862,48035,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,연신내,48207,45379,93586,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,불광,21822,23480,45302,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,녹번,16876,14807,31683,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,홍제,23724,22639,46363,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,무악재,4903,5055,9958,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,독립문,10225,10680,20905,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,경복궁,29615,30398,60013,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,안국,30900,32267,63167,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,종로3가,12944,15705,28649,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,을지로3가,13088,13788,26876,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,충무로,2,0,2,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,동대입구,15727,18493,34220,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,약수,16750,16368,33118,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,금호,10235,9471,19706,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,옥수,11638,12121,23759,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,압구정,37419,41093,78512,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,신사,36240,39024,75264,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,잠원,8030,7617,15647,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,고속터미널,55809,51991,107800,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,교대,19097,12731,31828,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,남부터미널,38492,39024,77516,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,양재,50352,54100,104452,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,매봉,14570,13965,28535,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,도곡,7240,7278,14518,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,대치,14181,13882,28063,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,학여울,4481,4740,9221,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,대청,12677,11377,24054,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,일원,12231,12269,24500,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,수서,21058,20937,41995,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,가락시장,12006,11527,23533,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,경찰병원,9114,9251,18365,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,오금,8361,7588,15949,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,당고개,14901,13888,28789,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,상계,24876,22297,47173,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,노원,24388,27781,52169,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,창동,33174,35403,68577,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,쌍문,38239,34601,72840,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,수유,43959,43417,87376,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,미아,20173,19090,39263,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,미아사거리,34234,33385,67619,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,길음,29423,28558,57981,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,성신여대입구,28772,27044,55816,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,한성대입구,20504,19508,40012,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,혜화,43774,44879,88653,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,동대문,28663,28766,57429,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,동대문역사문화공원,24440,22476,46916,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,충무로,41761,42116,83877,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,명동,43557,45803,89360,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,회현,37557,40067,77624,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,서울역,16434,24762,41196,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,숙대입구,20776,20563,41339,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,삼각지,5945,6758,12703,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,신용산,18939,19668,38607,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,이촌,9947,11144,21091,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,동작,3779,4302,8081,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,총신대입구,24989,27246,52235,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,사당,33916,29556,63472,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,남태령,1764,1468,3232,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,서울역,6282,1433,7715,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,남영,13914,14902,28816,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,용산,38899,40096,78995,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,노량진,13650,13031,26681,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,대방,17710,17785,35495,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,영등포,50359,52226,102585,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,신도림,4688,4623,9311,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,신길,12199,10153,22352,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,구로,23470,24448,47918,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,가산디지털단지,21252,24231,45483,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,금천구청,14801,14445,29246,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,석수,14106,12665,26771,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,관악,10150,9585,19735,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,안양,34669,34190,68859,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,명학,13073,13361,26434,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,금정,31721,32372,64093,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,군포,9110,8959,18069,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,의왕,11361,11129,22490,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,성균관대,19326,18698,38024,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,화서,10252,10232,20484,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,수원,50408,52729,103137,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,독산,20186,21323,41509,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,세류,4346,3983,8329,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,병점,20619,20451,41070,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,세마,3191,2938,6129,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,오산대,4716,4689,9405,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,오산,11817,11422,23239,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,진위,2023,1773,3796,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,송탄,5454,5348,10802,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,서정리,6729,6204,12933,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,지제,2904,2782,5686,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,평택,15315,15143,30458,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,성환,7397,6658,14055,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,직산,1029,1132,2161,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,두정,8040,8892,16932,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,천안,9250,7578,16828,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,당정,9615,9299,18914,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,서동탄,2071,1766,3837,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,광명,3186,2476,5662,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,개봉,28267,28259,56526,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,오류동,14540,13422,27962,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,역곡,38377,37192,75569,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,부천,44582,45079,89661,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,송내,39337,39054,78391,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,부평,40203,43864,84067,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,백운,10070,9823,19893,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,동암,20704,20606,41310,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,주안,27789,25729,53518,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,제물포,14459,13543,28002,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,동인천,19761,18864,38625,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,인천,4944,3927,8871,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,구일,10463,10710,21173,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,소사,13447,12772,26219,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,부개,11431,10624,22055,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,간석,7837,7470,15307,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,도원,4847,5016,9863,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,온수,9460,9248,18708,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,중동,11744,11004,22748,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,도화,4983,4450,9433,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,이촌,4965,3839,8804,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,서빙고,2297,2178,4475,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,한남,5441,5084,10525,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,옥수,60,38,98,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,응봉,2396,2122,4518,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,왕십리,17900,19230,37130,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,청량리,17769,19107,36876,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,외대앞,13091,12875,25966,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,신이문,10856,9784,20640,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,석계,11513,12920,24433,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,광운대,12773,12409,25182,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,월계,9447,8520,17967,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,녹천,6045,5023,11068,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,창동,1,0,1,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,방학,11870,11480,23350,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,도봉,7485,7062,14547,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,도봉산,9462,6207,15669,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,망월사,11669,11731,23400,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,회룡,15487,15054,30541,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,의정부,22502,23328,45830,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,가능,8346,7936,16282,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,녹양,5786,5367,11153,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,양주,10509,9526,20035,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,덕계,2769,2295,5064,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,덕정,8526,8133,16659,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,지행,8704,8650,17354,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,동두천중앙,4480,4298,8778,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,보산,1782,1715,3497,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,동두천,2827,3332,6159,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,소요산,4178,3443,7621,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,산본,21363,22645,44008,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,대야미,5372,4880,10252,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,반월,5480,5229,10709,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,상록수,24841,24510,49351,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,한대앞,11244,11187,22431,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,중앙,20235,21274,41509,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,고잔,10100,9704,19804,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,초지,5135,5668,10803,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,안산,15721,13994,29715,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,신길온천,2075,1879,3954,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,정왕,11534,11765,23299,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,오이도,12101,11808,23909,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,수리산,5309,4089,9398,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,선바위,11540,9403,20943,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,경마공원,4640,4674,9314,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,대공원,7102,7488,14590,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,과천,6089,5384,11473,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,정부과천청사,13169,12993,26162,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,인덕원,31378,31509,62887,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,평촌,21631,21347,42978,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,범계,33907,33411,67318,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,선릉,13344,23031,36375,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,한티,16246,17358,33604,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,도곡,8585,8613,17198,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,구룡,2370,2225,4595,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,개포동,3985,4138,8123,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,대모산입구,4007,3721,7728,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,수서,16327,16606,32933,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,복정,1,0,1,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,수원,10765,7048,17813,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,서울숲,10911,10994,21905,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,압구정로데오,18342,20649,38991,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,강남구청,11341,12976,24317,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,선정릉,9537,10648,20185,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,가천대,15178,16584,31762,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,태평,16072,15676,31748,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,모란,24835,25130,49965,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,야탑,33680,32631,66311,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,서현,30793,31150,61943,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,수내,16378,16597,32975,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,정자,20202,21802,42004,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,미금,19758,21532,41290,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,오리,15042,12937,27979,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,이매,7116,6836,13952,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,보정,3547,2937,6484,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,죽전,19575,21535,41110,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,구성,6084,6022,12106,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,신갈,5646,5441,11087,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,기흥,13048,12532,25580,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,상갈,6888,6318,13206,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,청명,5296,4914,10210,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,영통,11575,12006,23581,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,망포,16804,15634,32438,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,매탄권선,5660,5430,11090,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,수원시청,12764,14314,27078,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,매교,3087,3088,6175,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,원흥,10506,9577,20083,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,삼송,19632,18719,38351,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,원당,14104,13534,27638,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,화정,22180,23305,45485,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,대곡,2221,1699,3920,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,백석,13223,13159,26382,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,마두,10023,10462,20485,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,정발산,9316,9764,19080,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,주엽,11701,12118,23819,Apr-19,04월 11일,20190414
2019-04-11,목,3호선,대화,17843,13648,31491,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,회기,37225,36079,73304,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,중랑,6645,6294,12939,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,상봉,6830,6419,13249,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,망우,9278,9098,18376,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,양원,2234,2308,4542,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,구리,16528,17231,33759,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,도농,11362,9908,21270,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,양정,1061,922,1983,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,덕소,7367,7296,14663,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,도심,3393,2673,6066,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,팔당,999,971,1970,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,운길산,921,909,1830,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,양수,2238,2251,4489,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,신원,299,278,577,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,국수,1001,951,1952,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,아신,826,828,1654,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,오빈,378,384,762,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,양평,3390,3570,6960,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,원덕,511,495,1006,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,용문,2280,2223,4503,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,지평,83,62,145,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,봉명,1578,1550,3128,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,쌍용,3656,3200,6856,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,아산,3756,3259,7015,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,배방,1206,1131,2337,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,온양온천,4942,5068,10010,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,신창,3551,3009,6560,Apr-19,04월 11일,20190414
2019-04-11,목,4호선,서울역,4878,6320,11198,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,신촌,1156,1563,2719,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,효창공원앞,3425,3687,7112,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,공덕,4174,3614,7788,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,서강대,2678,2722,5400,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,홍대입구,2109,2344,4453,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,가좌,6557,5831,12388,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,디지털미디어시티,2444,2282,4726,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,수색,2781,2901,5682,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,화전,4118,3969,8087,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,강매,3712,3097,6809,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,행신,9389,9225,18614,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,능곡,4742,4173,8915,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,곡산,697,680,1377,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,백마,8572,7959,16531,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,풍산,6559,6165,12724,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,일산,11410,11351,22761,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,탄현,9247,8928,18175,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,야당,6151,5932,12083,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,운정,7078,6631,13709,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,금릉,5504,5552,11056,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,금촌,8364,8339,16703,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,월롱,3909,3281,7190,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,파주,2851,2151,5002,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,문산,6352,6348,12700,Apr-19,04월 11일,20190414
2019-04-11,목,경의선,공덕,1,0,1,Apr-19,04월 11일,20190414
2019-04-11,목,인천선,계양,1,0,1,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,신내,1001,1112,2113,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,갈매,3317,2862,6179,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,별내,3098,2996,6094,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,퇴계원,4371,4040,8411,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,사릉,4338,4161,8499,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,금곡,1960,1872,3832,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,평내호평,7252,7230,14482,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,천마산,1939,1769,3708,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,마석,4724,4539,9263,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,대성리,626,694,1320,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,청평,2102,2004,4106,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,상천,388,371,759,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,가평,2222,2229,4451,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,굴봉산,172,182,354,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,백양리,114,174,288,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,강촌,652,546,1198,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,김유정,476,539,1015,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,남춘천,3338,3080,6418,Apr-19,04월 11일,20190414
2019-04-11,목,경춘선,춘천,2380,2002,4382,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,달월,107,69,176,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,월곶,3174,2944,6118,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,소래포구,5904,5391,11295,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,인천논현,7144,7737,14881,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,호구포,4381,4331,8712,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,남동인더스파크,2557,2937,5494,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,원인재,5521,5553,11074,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,연수,5968,5805,11773,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,송도,3641,3323,6964,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,인하대,8105,7703,15808,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,숭의,4472,4269,8741,Apr-19,04월 11일,20190414
2019-04-11,목,수인선,신포,2362,2363,4725,Apr-19,04월 11일,20190414
2019-04-11,목,1호선,인천,1203,2247,3450,Apr-19,04월 11일,20190414
2019-04-11,목,신분당선,판교,4646,4460,9106,Apr-19,04월 11일,20190414
2019-04-11,목,분당선,이매,1404,1205,2609,Apr-19,04월 11일,20190414
2019-04-11,목,경강선,삼동,2514,2139,4653,Apr-19,04월 11일,20190414
2019-04-11,목,경강선,경기광주,8008,7703,15711,Apr-19,04월 11일,20190414
2019-04-11,목,경강선,초월,3044,2961,6005,Apr-19,04월 11일,20190414
2019-04-11,목,경강선,곤지암,2606,2560,5166,Apr-19,04월 11일,20190414
2019-04-11,목,경강선,신둔도예촌,1709,1453,3162,Apr-19,04월 11일,20190414
2019-04-11,목,경강선,이천,2808,2921,5729,Apr-19,04월 11일,20190414
2019-04-11,목,경강선,부발,1992,1852,3844,Apr-19,04월 11일,20190414
2019-04-11,목,경강선,세종대왕릉,274,282,556,Apr-19,04월 11일,20190414
2019-04-11,목,경강선,여주,2920,2823,5743,Apr-19,04월 11일,20190414
2019-04-11,목,5호선,방화,8653,8206,16859,Apr-19,04월 11일,20190414
2019-04-11,목,5호선,개화산,7345,6881,14226,Apr-19,04월 11일,20190414
2019-04-11,목,5호선,김포공항,8333,7299,15632,Apr-19,04월 11일,20190414
2019-04-11,목,5호선,송정,10867,10349,21216,Apr-19,04월 11일,20190414
2019-04-11,목,5호선,마곡,8374,7554,15928,Apr-19,04월 11일,20190414
2019-04-11,목,5호선,발산,21925,22075,44000,Apr-19,04월 11일,20190414
2019-04-11,목,5호선,우장산,19155,18994,38149,Apr-19,04월 11일,20190414
2019-04-11,목,5호선,화곡,36088,33085,69173,Apr-19,04월 11일,20190414
2019-04-11,목,2호선,까치산,35923,33831,69754,Apr-19,04월 11일,20190414
